ID_POST,Sentiment,Count,positive,negative,neutre
388023241225607_1308384205856168,neutre,0,0,0,1
388023241225607_1308895565805032,negative,17,17,20,12
388023241225607_1308895565805032,positive,12,17,20,12
388023241225607_1308895565805032,neutre,20,17,20,12
388023241225607_1308908485803740,negative,6,6,8,9
388023241225607_1308908485803740,positive,9,6,8,9
388023241225607_1308908485803740,neutre,8,6,8,9
388023241225607_1308910705803518,negative,22,22,49,30
388023241225607_1308910705803518,positive,30,22,49,30
388023241225607_1308910705803518,neutre,49,22,49,30
388023241225607_1309104092450846,negative,0,0,10,8
388023241225607_1309104092450846,positive,8,0,10,8
388023241225607_1309104092450846,neutre,10,0,10,8
388023241225607_1309634329064489,negative,2,2,7,4
388023241225607_1309634329064489,positive,4,2,7,4
388023241225607_1309634329064489,neutre,7,2,7,4
388023241225607_1311669135527675,negative,0,0,1,1
388023241225607_1311669135527675,positive,1,0,1,1
388023241225607_1311669135527675,neutre,1,0,1,1
388023241225607_1311674832193772,negative,0,0,6,7
388023241225607_1311674832193772,positive,7,0,6,7
388023241225607_1311674832193772,neutre,6,0,6,7
388023241225607_1311780155516573,negative,1,1,11,16
388023241225607_1311780155516573,positive,16,1,11,16
388023241225607_1311780155516573,neutre,11,1,11,16
388023241225607_1312314342129821,negative,0,0,11,9
388023241225607_1312314342129821,positive,9,0,11,9
388023241225607_1312314342129821,neutre,11,0,11,9
388023241225607_1312366202124635,negative,4,4,18,12
388023241225607_1312366202124635,positive,12,4,18,12
388023241225607_1312366202124635,neutre,18,4,18,12
388023241225607_1312529378774984,negative,1,1,0,3
388023241225607_1312529378774984,positive,3,1,0,3
388023241225607_1312529378774984,neutre,0,1,0,3
388023241225607_1312977242063531,negative,1,1,4,6
388023241225607_1312977242063531,positive,6,1,4,6
388023241225607_1312977242063531,neutre,4,1,4,6
388023241225607_1313192382042017,negative,1,1,2,9
388023241225607_1313192382042017,positive,9,1,2,9
388023241225607_1313192382042017,neutre,2,1,2,9
388023241225607_1314072615287327,negative,7,7,45,15
388023241225607_1314072615287327,positive,15,7,45,15
388023241225607_1314072615287327,neutre,45,7,45,15
388023241225607_1314090438618878,negative,0,0,1,2
388023241225607_1314090438618878,positive,2,0,1,2
388023241225607_1314090438618878,neutre,1,0,1,2
388023241225607_1316734521687803,negative,3,3,10,17
388023241225607_1316734521687803,positive,17,3,10,17
388023241225607_1316734521687803,neutre,10,3,10,17
388023241225607_1317484808279441,negative,5,5,8,2
388023241225607_1317484808279441,positive,2,5,8,2
388023241225607_1317484808279441,neutre,8,5,8,2
388023241225607_1323408387687083,negative,2,2,13,7
388023241225607_1323408387687083,positive,7,2,13,7
388023241225607_1323408387687083,neutre,13,2,13,7
388023241225607_1323985224296066,negative,0,0,3,2
388023241225607_1323985224296066,positive,2,0,3,2
388023241225607_1323985224296066,neutre,3,0,3,2
388023241225607_1324672604227328,negative,0,0,8,1
388023241225607_1324672604227328,positive,1,0,8,1
388023241225607_1324672604227328,neutre,8,0,8,1
388023241225607_1324727477555174,negative,1,1,6,1
388023241225607_1324727477555174,positive,1,1,6,1
388023241225607_1324727477555174,neutre,6,1,6,1
388023241225607_1324877334206855,negative,0,0,7,3
388023241225607_1324877334206855,positive,3,0,7,3
388023241225607_1324877334206855,neutre,7,0,7,3
388023241225607_1327136000647655,negative,1,1,15,4
388023241225607_1327136000647655,positive,4,1,15,4
388023241225607_1327136000647655,neutre,15,1,15,4
388023241225607_1327742413920347,negative,0,0,2,1
388023241225607_1327742413920347,positive,1,0,2,1
388023241225607_1327742413920347,neutre,2,0,2,1
388023241225607_1327782700582985,negative,0,0,7,3
388023241225607_1327782700582985,positive,3,0,7,3
388023241225607_1327782700582985,neutre,7,0,7,3
388023241225607_1327789397248982,negative,2,2,22,14
388023241225607_1327789397248982,positive,14,2,22,14
388023241225607_1327789397248982,neutre,22,2,22,14
388023241225607_1327854070575848,negative,1,1,3,4
388023241225607_1327854070575848,positive,4,1,3,4
388023241225607_1327854070575848,neutre,3,1,3,4
388023241225607_1327989393895649,negative,0,0,7,11
388023241225607_1327989393895649,positive,11,0,7,11
388023241225607_1327989393895649,neutre,7,0,7,11
388023241225607_1328014017226520,negative,1,1,8,5
388023241225607_1328014017226520,positive,5,1,8,5
388023241225607_1328014017226520,neutre,8,1,8,5
388023241225607_1328019917225930,negative,6,6,33,26
388023241225607_1328019917225930,positive,26,6,33,26
388023241225607_1328019917225930,neutre,33,6,33,26
388023241225607_1328603487167573,negative,1,1,1,3
388023241225607_1328603487167573,positive,3,1,1,3
388023241225607_1328603487167573,neutre,1,1,1,3
388023241225607_1328618743832714,negative,0,0,9,2
388023241225607_1328618743832714,positive,2,0,9,2
388023241225607_1328618743832714,neutre,9,0,9,2
388023241225607_1328773077150614,negative,0,0,0,1
388023241225607_1328773077150614,positive,1,0,0,1
388023241225607_1328773077150614,neutre,0,0,0,1
388023241225607_1328803393814249,negative,0,0,2,3
388023241225607_1328803393814249,positive,3,0,2,3
388023241225607_1328803393814249,neutre,2,0,2,3
388023241225607_1328831863811402,negative,0,0,1,5
388023241225607_1328831863811402,positive,5,0,1,5
388023241225607_1328831863811402,neutre,1,0,1,5
388023241225607_1329390330422222,negative,2,2,13,2
388023241225607_1329390330422222,positive,2,2,13,2
388023241225607_1329390330422222,neutre,13,2,13,2
388023241225607_1329571650404090,negative,1,1,3,3
388023241225607_1329571650404090,positive,3,1,3,3
388023241225607_1329571650404090,neutre,3,1,3,3
388023241225607_1329627073731881,negative,0,0,7,5
388023241225607_1329627073731881,positive,5,0,7,5
388023241225607_1329627073731881,neutre,7,0,7,5
388023241225607_1329653817062540,negative,1,1,12,6
388023241225607_1329653817062540,positive,6,1,12,6
388023241225607_1329653817062540,neutre,12,1,12,6
388023241225607_1330183370342918,negative,0,0,2,0
388023241225607_1330183370342918,positive,0,0,2,0
388023241225607_1330183370342918,neutre,2,0,2,0
388023241225607_1330198633674725,negative,0,0,2,1
388023241225607_1330198633674725,positive,1,0,2,1
388023241225607_1330198633674725,neutre,2,0,2,1
388023241225607_1330410203653568,negative,1,1,19,6
388023241225607_1330410203653568,positive,6,1,19,6
388023241225607_1330410203653568,neutre,19,1,19,6
388023241225607_1330424476985474,negative,10,10,31,33
388023241225607_1330424476985474,positive,33,10,31,33
388023241225607_1330424476985474,neutre,31,10,31,33
388023241225607_1331951586832763,negative,3,3,8,3
388023241225607_1331951586832763,positive,3,3,8,3
388023241225607_1331951586832763,neutre,8,3,8,3
388023241225607_1332454483449140,negative,2,2,25,8
388023241225607_1332454483449140,positive,8,2,25,8
388023241225607_1332454483449140,neutre,25,2,25,8
388023241225607_1332497113444877,negative,0,0,6,4
388023241225607_1332497113444877,positive,4,0,6,4
388023241225607_1332497113444877,neutre,6,0,6,4
388023241225607_1333274270033828,negative,3,3,5,3
388023241225607_1333274270033828,positive,3,3,5,3
388023241225607_1333274270033828,neutre,5,3,5,3
388023241225607_1333339750027280,negative,0,0,2,0
388023241225607_1333339750027280,positive,0,0,2,0
388023241225607_1333339750027280,neutre,2,0,2,0
388023241225607_1333407450020510,negative,1,1,0,0
388023241225607_1333407450020510,positive,0,1,0,0
388023241225607_1333407450020510,neutre,0,1,0,0
388023241225607_1333603890000866,negative,0,0,18,4
388023241225607_1333603890000866,positive,4,0,18,4
388023241225607_1333603890000866,neutre,18,0,18,4
388023241225607_1333990476628874,negative,0,0,1,1
388023241225607_1333990476628874,positive,1,0,1,1
388023241225607_1333990476628874,neutre,1,0,1,1
388023241225607_1334001223294466,negative,1,1,3,5
388023241225607_1334001223294466,positive,5,1,3,5
388023241225607_1334001223294466,neutre,3,1,3,5
388023241225607_1334247116603210,negative,1,1,37,31
388023241225607_1334247116603210,positive,31,1,37,31
388023241225607_1334247116603210,neutre,37,1,37,31
388023241225607_1334268993267689,negative,5,5,12,7
388023241225607_1334268993267689,positive,7,5,12,7
388023241225607_1334268993267689,neutre,12,5,12,7
388023241225607_1334815149879740,negative,0,0,3,2
388023241225607_1334815149879740,positive,2,0,3,2
388023241225607_1334815149879740,neutre,3,0,3,2
388023241225607_1335053936522528,negative,0,0,16,4
388023241225607_1335053936522528,positive,4,0,16,4
388023241225607_1335053936522528,neutre,16,0,16,4
388023241225607_1335626616465260,negative,1,1,10,9
388023241225607_1335626616465260,positive,9,1,10,9
388023241225607_1335626616465260,neutre,10,1,10,9
388023241225607_1335736479787607,negative,5,5,15,7
388023241225607_1335736479787607,positive,7,5,15,7
388023241225607_1335736479787607,neutre,15,5,15,7
388023241225607_1335883799772875,negative,3,3,20,12
388023241225607_1335883799772875,positive,12,3,20,12
388023241225607_1335883799772875,neutre,20,3,20,12
388023241225607_1335886776439244,negative,1,1,0,2
388023241225607_1335886776439244,positive,2,1,0,2
388023241225607_1335886776439244,neutre,0,1,0,2
388023241225607_1335887236439198,negative,0,0,5,0
388023241225607_1335887236439198,positive,0,0,5,0
388023241225607_1335887236439198,neutre,5,0,5,0
388023241225607_1335904883104100,negative,1,1,2,1
388023241225607_1335904883104100,positive,1,1,2,1
388023241225607_1335904883104100,neutre,2,1,2,1
388023241225607_1335909959770259,negative,0,0,0,1
388023241225607_1335909959770259,positive,1,0,0,1
388023241225607_1335909959770259,neutre,0,0,0,1
388023241225607_1335913219769933,negative,0,0,1,0
388023241225607_1335913219769933,positive,0,0,1,0
388023241225607_1335913219769933,neutre,1,0,1,0
388023241225607_1335915543103034,negative,1,1,1,0
388023241225607_1335915543103034,positive,0,1,1,0
388023241225607_1335915543103034,neutre,1,1,1,0
388023241225607_1335923186435603,negative,0,0,3,0
388023241225607_1335923186435603,positive,0,0,3,0
388023241225607_1335923186435603,neutre,3,0,3,0
388023241225607_1335928546435067,negative,0,0,2,2
388023241225607_1335928546435067,positive,2,0,2,2
388023241225607_1335928546435067,neutre,2,0,2,2
388023241225607_1335932373101351,negative,0,0,8,0
388023241225607_1335932373101351,positive,0,0,8,0
388023241225607_1335932373101351,neutre,8,0,8,0
388023241225607_1335940236433898,negative,0,0,3,1
388023241225607_1335940236433898,positive,1,0,3,1
388023241225607_1335940236433898,neutre,3,0,3,1
388023241225607_1335946556433266,negative,2,2,24,24
388023241225607_1335946556433266,positive,24,2,24,24
388023241225607_1335946556433266,neutre,24,2,24,24
388023241225607_1335962563098332,negative,3,3,10,8
388023241225607_1335962563098332,positive,8,3,10,8
388023241225607_1335962563098332,neutre,10,3,10,8
388023241225607_1335974056430516,negative,1,1,2,7
388023241225607_1335974056430516,positive,7,1,2,7
388023241225607_1335974056430516,neutre,2,1,2,7
388023241225607_1336639483030640,negative,0,0,6,1
388023241225607_1336639483030640,positive,1,0,6,1
388023241225607_1336639483030640,neutre,6,0,6,1
388023241225607_1337253376302584,negative,0,0,2,1
388023241225607_1337253376302584,positive,1,0,2,1
388023241225607_1337253376302584,neutre,2,0,2,1
388023241225607_1338053016222620,negative,1,1,0,2
388023241225607_1338053016222620,positive,2,1,0,2
388023241225607_1338053016222620,neutre,0,1,0,2
388023241225607_1338113412883247,negative,2,2,6,4
388023241225607_1338113412883247,positive,4,2,6,4
388023241225607_1338113412883247,neutre,6,2,6,4
388023241225607_1339115012783087,negative,0,0,1,0
388023241225607_1339115012783087,positive,0,0,1,0
388023241225607_1339115012783087,neutre,1,0,1,0
388023241225607_1339182749442980,negative,1,1,1,0
388023241225607_1339182749442980,positive,0,1,1,0
388023241225607_1339182749442980,neutre,1,1,1,0
388023241225607_1340132736014648,negative,11,11,27,33
388023241225607_1340132736014648,positive,33,11,27,33
388023241225607_1340132736014648,neutre,27,11,27,33
388023241225607_1340724779288777,negative,0,0,1,1
388023241225607_1340724779288777,positive,1,0,1,1
388023241225607_1340724779288777,neutre,1,0,1,1
388023241225607_1340863695941552,negative,0,0,2,1
388023241225607_1340863695941552,positive,1,0,2,1
388023241225607_1340863695941552,neutre,2,0,2,1
388023241225607_1340936892600899,negative,2,2,9,4
388023241225607_1340936892600899,positive,4,2,9,4
388023241225607_1340936892600899,neutre,9,2,9,4
388023241225607_1341562185871703,negative,1,1,18,11
388023241225607_1341562185871703,positive,11,1,18,11
388023241225607_1341562185871703,neutre,18,1,18,11
388023241225607_1341596492534939,negative,1,1,4,0
388023241225607_1341596492534939,positive,0,1,4,0
388023241225607_1341596492534939,neutre,4,1,4,0
388023241225607_1341844332510155,negative,0,0,5,3
388023241225607_1341844332510155,positive,3,0,5,3
388023241225607_1341844332510155,neutre,5,0,5,3
388023241225607_1341854805842441,negative,3,3,11,10
388023241225607_1341854805842441,positive,10,3,11,10
388023241225607_1341854805842441,neutre,11,3,11,10
388023241225607_1341857659175489,negative,3,3,11,10
388023241225607_1341857659175489,positive,10,3,11,10
388023241225607_1341857659175489,neutre,11,3,11,10
388023241225607_1341862999174955,negative,1,1,7,0
388023241225607_1341862999174955,positive,0,1,7,0
388023241225607_1341862999174955,neutre,7,1,7,0
388023241225607_1341868732507715,negative,0,0,5,2
388023241225607_1341868732507715,positive,2,0,5,2
388023241225607_1341868732507715,neutre,5,0,5,2
388023241225607_1341875945840327,negative,1,1,2,0
388023241225607_1341875945840327,positive,0,1,2,0
388023241225607_1341875945840327,neutre,2,1,2,0
388023241225607_1341888975839024,negative,0,0,1,1
388023241225607_1341888975839024,positive,1,0,1,1
388023241225607_1341888975839024,neutre,1,0,1,1
388023241225607_1341891505838771,negative,0,0,1,2
388023241225607_1341891505838771,positive,2,0,1,2
388023241225607_1341891505838771,neutre,1,0,1,2
388023241225607_1341902142504374,negative,0,0,2,0
388023241225607_1341902142504374,positive,0,0,2,0
388023241225607_1341902142504374,neutre,2,0,2,0
388023241225607_1341907925837129,negative,1,1,2,3
388023241225607_1341907925837129,positive,3,1,2,3
388023241225607_1341907925837129,neutre,2,1,2,3
388023241225607_1341912812503307,negative,0,0,1,2
388023241225607_1341912812503307,positive,2,0,1,2
388023241225607_1341912812503307,neutre,1,0,1,2
388023241225607_1341932239168031,negative,2,2,37,19
388023241225607_1341932239168031,positive,19,2,37,19
388023241225607_1341932239168031,neutre,37,2,37,19
388023241225607_1341959385831983,negative,0,0,3,0
388023241225607_1341959385831983,positive,0,0,3,0
388023241225607_1341959385831983,neutre,3,0,3,0
388023241225607_1341960335831888,negative,0,0,2,3
388023241225607_1341960335831888,positive,3,0,2,3
388023241225607_1341960335831888,neutre,2,0,2,3
388023241225607_1343762375651684,negative,2,2,8,4
388023241225607_1343762375651684,positive,4,2,8,4
388023241225607_1343762375651684,neutre,8,2,8,4
388023241225607_1345181762176412,negative,0,0,2,1
388023241225607_1345181762176412,positive,1,0,2,1
388023241225607_1345181762176412,neutre,2,0,2,1
388023241225607_1345353808825874,negative,0,0,1,0
388023241225607_1345353808825874,positive,0,0,1,0
388023241225607_1345353808825874,neutre,1,0,1,0
388023241225607_1345435215484400,negative,1,1,9,12
388023241225607_1345435215484400,positive,12,1,9,12
388023241225607_1345435215484400,neutre,9,1,9,12
388023241225607_1346082305419691,negative,2,2,14,5
388023241225607_1346082305419691,positive,5,2,14,5
388023241225607_1346082305419691,neutre,14,2,14,5
388023241225607_1346266082067980,negative,1,1,10,3
388023241225607_1346266082067980,positive,3,1,10,3
388023241225607_1346266082067980,neutre,10,1,10,3
388023241225607_1346304212064167,negative,1,1,7,7
388023241225607_1346304212064167,positive,7,1,7,7
388023241225607_1346304212064167,neutre,7,1,7,7
388023241225607_1346315315396390,negative,5,5,339,12
388023241225607_1346315315396390,positive,12,5,339,12
388023241225607_1346315315396390,neutre,339,5,339,12
388023241225607_1346353615392560,negative,0,0,4,4
388023241225607_1346353615392560,positive,4,0,4,4
388023241225607_1346353615392560,neutre,4,0,4,4
388023241225607_1347144585313463,negative,4,4,17,35
388023241225607_1347144585313463,positive,35,4,17,35
388023241225607_1347144585313463,neutre,17,4,17,35
388023241225607_1347169221977666,negative,0,0,1,2
388023241225607_1347169221977666,positive,2,0,1,2
388023241225607_1347169221977666,neutre,1,0,1,2
388023241225607_1347268125301109,negative,1,1,1,0
388023241225607_1347268125301109,positive,0,1,1,0
388023241225607_1347268125301109,neutre,1,1,1,0
388023241225607_1347890165238905,negative,1,1,6,6
388023241225607_1347890165238905,positive,6,1,6,6
388023241225607_1347890165238905,neutre,6,1,6,6
388023241225607_1347926908568564,negative,0,0,4,0
388023241225607_1347926908568564,positive,0,0,4,0
388023241225607_1347926908568564,neutre,4,0,4,0
388023241225607_1348025018558753,negative,2,2,6,1
388023241225607_1348025018558753,positive,1,2,6,1
388023241225607_1348025018558753,neutre,6,2,6,1
388023241225607_1348121021882486,negative,0,0,0,1
388023241225607_1348121021882486,positive,1,0,0,1
388023241225607_1348121021882486,neutre,0,0,0,1
388023241225607_1348164861878102,negative,0,0,10,2
388023241225607_1348164861878102,positive,2,0,10,2
388023241225607_1348164861878102,neutre,10,0,10,2
388023241225607_1349112855116636,negative,2,2,8,7
388023241225607_1349112855116636,positive,7,2,8,7
388023241225607_1349112855116636,neutre,8,2,8,7
388023241225607_1349949958366259,negative,0,0,1,0
388023241225607_1349949958366259,positive,0,0,1,0
388023241225607_1349949958366259,neutre,1,0,1,0
388023241225607_1350266155001306,negative,0,0,6,0
388023241225607_1350266155001306,positive,0,0,6,0
388023241225607_1350266155001306,neutre,6,0,6,0
388023241225607_1350280924999829,negative,1,1,4,0
388023241225607_1350280924999829,positive,0,1,4,0
388023241225607_1350280924999829,neutre,4,1,4,0
388023241225607_1350288848332370,negative,0,0,0,2
388023241225607_1350288848332370,positive,2,0,0,2
388023241225607_1350288848332370,neutre,0,0,0,2
388023241225607_1350291524998769,negative,0,0,2,0
388023241225607_1350291524998769,positive,0,0,2,0
388023241225607_1350291524998769,neutre,2,0,2,0
388023241225607_1350297814998140,negative,2,2,0,1
388023241225607_1350297814998140,positive,1,2,0,1
388023241225607_1350297814998140,neutre,0,2,0,1
388023241225607_1350306544997267,negative,0,0,5,0
388023241225607_1350306544997267,positive,0,0,5,0
388023241225607_1350306544997267,neutre,5,0,5,0
388023241225607_1350317698329485,negative,1,1,1,0
388023241225607_1350317698329485,positive,0,1,1,0
388023241225607_1350317698329485,neutre,1,1,1,0
388023241225607_1350327818328473,negative,1,1,5,0
388023241225607_1350327818328473,positive,0,1,5,0
388023241225607_1350327818328473,neutre,5,1,5,0
388023241225607_1350333358327919,negative,1,1,1,2
388023241225607_1350333358327919,positive,2,1,1,2
388023241225607_1350333358327919,neutre,1,1,1,2
388023241225607_1350336101660978,negative,0,0,3,2
388023241225607_1350336101660978,positive,2,0,3,2
388023241225607_1350336101660978,neutre,3,0,3,2
388023241225607_1350340474993874,negative,1,1,11,2
388023241225607_1350340474993874,positive,2,1,11,2
388023241225607_1350340474993874,neutre,11,1,11,2
388023241225607_1350350548326200,negative,6,6,10,6
388023241225607_1350350548326200,positive,6,6,10,6
388023241225607_1350350548326200,neutre,10,6,10,6
388023241225607_1350366948324560,negative,28,28,23,38
388023241225607_1350366948324560,positive,38,28,23,38
388023241225607_1350366948324560,neutre,23,28,23,38
388023241225607_1352207531473835,negative,1,1,2,0
388023241225607_1352207531473835,positive,0,1,2,0
388023241225607_1352207531473835,neutre,2,1,2,0
388023241225607_1352475594780362,negative,0,0,4,2
388023241225607_1352475594780362,positive,2,0,4,2
388023241225607_1352475594780362,neutre,4,0,4,2
388023241225607_1352482564779665,negative,1,1,3,0
388023241225607_1352482564779665,positive,0,1,3,0
388023241225607_1352482564779665,neutre,3,1,3,0
388023241225607_1352497838111471,negative,0,0,3,3
388023241225607_1352497838111471,positive,3,0,3,3
388023241225607_1352497838111471,neutre,3,0,3,3
388023241225607_1352517408109514,negative,0,0,1,0
388023241225607_1352517408109514,positive,0,0,1,0
388023241225607_1352517408109514,neutre,1,0,1,0
388023241225607_1352524454775476,negative,0,0,1,3
388023241225607_1352524454775476,positive,3,0,1,3
388023241225607_1352524454775476,neutre,1,0,1,3
388023241225607_1352546184773303,negative,0,0,1,2
388023241225607_1352546184773303,positive,2,0,1,2
388023241225607_1352546184773303,neutre,1,0,1,2
388023241225607_1352970418064213,negative,0,0,0,1
388023241225607_1352970418064213,positive,1,0,0,1
388023241225607_1352970418064213,neutre,0,0,0,1
388023241225607_1353081578053097,negative,1,1,2,1
388023241225607_1353081578053097,positive,1,1,2,1
388023241225607_1353081578053097,neutre,2,1,2,1
388023241225607_1353100821384506,negative,0,0,2,0
388023241225607_1353100821384506,positive,0,0,2,0
388023241225607_1353100821384506,neutre,2,0,2,0
388023241225607_1353288664699055,negative,1,1,3,0
388023241225607_1353288664699055,positive,0,1,3,0
388023241225607_1353288664699055,neutre,3,1,3,0
388023241225607_1354194397941815,negative,0,0,1,1
388023241225607_1354194397941815,positive,1,0,1,1
388023241225607_1354194397941815,neutre,1,0,1,1
388023241225607_1354276911266897,negative,1,1,0,0
388023241225607_1354276911266897,positive,0,1,0,0
388023241225607_1354276911266897,neutre,0,1,0,0
388023241225607_1354323251262263,negative,1,1,12,7
388023241225607_1354323251262263,positive,7,1,12,7
388023241225607_1354323251262263,neutre,12,1,12,7
388023241225607_1355142607846994,negative,0,0,18,3
388023241225607_1355142607846994,positive,3,0,18,3
388023241225607_1355142607846994,neutre,18,0,18,3
388023241225607_1355277321166856,negative,7,7,235,17
388023241225607_1355277321166856,positive,17,7,235,17
388023241225607_1355277321166856,neutre,235,7,235,17
388023241225607_1355284144499507,negative,1,1,6,3
388023241225607_1355284144499507,positive,3,1,6,3
388023241225607_1355284144499507,neutre,6,1,6,3
388023241225607_1355291047832150,negative,3,3,8,12
388023241225607_1355291047832150,positive,12,3,8,12
388023241225607_1355291047832150,neutre,8,3,8,12
388023241225607_1355306631163925,negative,34,34,6,0
388023241225607_1355306631163925,positive,0,34,6,0
388023241225607_1355306631163925,neutre,6,34,6,0
388023241225607_1356130061081582,negative,0,0,3,0
388023241225607_1356130061081582,positive,0,0,3,0
388023241225607_1356130061081582,neutre,3,0,3,0
388023241225607_1356132191081369,negative,3,3,3,2
388023241225607_1356132191081369,positive,2,3,3,2
388023241225607_1356132191081369,neutre,3,3,3,2
388023241225607_1356135331081055,negative,1,1,2,0
388023241225607_1356135331081055,positive,0,1,2,0
388023241225607_1356135331081055,neutre,2,1,2,0
388023241225607_1356141214413800,negative,2,2,4,3
388023241225607_1356141214413800,positive,3,2,4,3
388023241225607_1356141214413800,neutre,4,2,4,3
388023241225607_1356145461080042,negative,0,0,7,4
388023241225607_1356145461080042,positive,4,0,7,4
388023241225607_1356145461080042,neutre,7,0,7,4
388023241225607_1356148704413051,negative,5,5,14,5
388023241225607_1356148704413051,positive,5,5,14,5
388023241225607_1356148704413051,neutre,14,5,14,5
388023241225607_1356162417745013,negative,0,0,1,1
388023241225607_1356162417745013,positive,1,0,1,1
388023241225607_1356162417745013,neutre,1,0,1,1
388023241225607_1356164531078135,negative,3,3,4,4
388023241225607_1356164531078135,positive,4,3,4,4
388023241225607_1356164531078135,neutre,4,3,4,4
388023241225607_1356173044410617,negative,1,1,3,0
388023241225607_1356173044410617,positive,0,1,3,0
388023241225607_1356173044410617,neutre,3,1,3,0
388023241225607_1356176517743603,negative,0,0,3,3
388023241225607_1356176517743603,positive,3,0,3,3
388023241225607_1356176517743603,neutre,3,0,3,3
388023241225607_1356180067743248,negative,0,0,6,1
388023241225607_1356180067743248,positive,1,0,6,1
388023241225607_1356180067743248,neutre,6,0,6,1
388023241225607_1356188961075692,negative,2,2,7,3
388023241225607_1356188961075692,positive,3,2,7,3
388023241225607_1356188961075692,neutre,7,2,7,3
388023241225607_1356192614408660,negative,2,2,7,9
388023241225607_1356192614408660,positive,9,2,7,9
388023241225607_1356192614408660,neutre,7,2,7,9
388023241225607_1356207944407127,negative,4,4,11,3
388023241225607_1356207944407127,positive,3,4,11,3
388023241225607_1356207944407127,neutre,11,4,11,3
388023241225607_1356214194406502,negative,11,11,35,38
388023241225607_1356214194406502,positive,38,11,35,38
388023241225607_1356214194406502,neutre,35,11,35,38
388023241225607_1357266797634575,negative,0,0,2,1
388023241225607_1357266797634575,positive,1,0,2,1
388023241225607_1357266797634575,neutre,2,0,2,1
388023241225607_1358332960861292,negative,0,0,1,0
388023241225607_1358332960861292,positive,0,0,1,0
388023241225607_1358332960861292,neutre,1,0,1,0
388023241225607_1358395250855063,negative,1,1,2,0
388023241225607_1358395250855063,positive,0,1,2,0
388023241225607_1358395250855063,neutre,2,1,2,0
388023241225607_1359212650773323,negative,5,5,22,12
388023241225607_1359212650773323,positive,12,5,22,12
388023241225607_1359212650773323,neutre,22,5,22,12
388023241225607_1360320520662536,negative,1,1,3,2
388023241225607_1360320520662536,positive,2,1,3,2
388023241225607_1360320520662536,neutre,3,1,3,2
388023241225607_1361430230551565,negative,1,1,0,1
388023241225607_1361430230551565,positive,1,1,0,1
388023241225607_1361430230551565,neutre,0,1,0,1
388023241225607_1361450293882892,negative,0,0,5,7
388023241225607_1361450293882892,positive,7,0,5,7
388023241225607_1361450293882892,neutre,5,0,5,7
388023241225607_1361503560544232,negative,7,7,25,8
388023241225607_1361503560544232,positive,8,7,25,8
388023241225607_1361503560544232,neutre,25,7,25,8
388023241225607_1361689043859017,negative,0,0,2,2
388023241225607_1361689043859017,positive,2,0,2,2
388023241225607_1361689043859017,neutre,2,0,2,2
388023241225607_1362878427073412,negative,1,1,5,0
388023241225607_1362878427073412,positive,0,1,5,0
388023241225607_1362878427073412,neutre,5,1,5,0
388023241225607_1362913043736617,negative,4,4,279,14
388023241225607_1362913043736617,positive,14,4,279,14
388023241225607_1362913043736617,neutre,279,4,279,14
388023241225607_1362915253736396,negative,0,0,10,1
388023241225607_1362915253736396,positive,1,0,10,1
388023241225607_1362915253736396,neutre,10,0,10,1
388023241225607_1362919480402640,negative,2,2,1,0
388023241225607_1362919480402640,positive,0,2,1,0
388023241225607_1362919480402640,neutre,1,2,1,0
388023241225607_1362967993731122,negative,0,0,9,3
388023241225607_1362967993731122,positive,3,0,9,3
388023241225607_1362967993731122,neutre,9,0,9,3
388023241225607_1364103086950946,negative,0,0,1,0
388023241225607_1364103086950946,positive,0,0,1,0
388023241225607_1364103086950946,neutre,1,0,1,0
388023241225607_1364111380283450,negative,0,0,2,0
388023241225607_1364111380283450,positive,0,0,2,0
388023241225607_1364111380283450,neutre,2,0,2,0
388023241225607_1364117523616169,negative,0,0,2,0
388023241225607_1364117523616169,positive,0,0,2,0
388023241225607_1364117523616169,neutre,2,0,2,0
388023241225607_1364135196947735,negative,0,0,1,0
388023241225607_1364135196947735,positive,0,0,1,0
388023241225607_1364135196947735,neutre,1,0,1,0
388023241225607_1364138103614111,negative,0,0,4,0
388023241225607_1364138103614111,positive,0,0,4,0
388023241225607_1364138103614111,neutre,4,0,4,0
388023241225607_1364139846947270,negative,1,1,2,2
388023241225607_1364139846947270,positive,2,1,2,2
388023241225607_1364139846947270,neutre,2,1,2,2
388023241225607_1364143293613592,negative,1,1,0,2
388023241225607_1364143293613592,positive,2,1,0,2
388023241225607_1364143293613592,neutre,0,1,0,2
388023241225607_1364143670280221,negative,2,2,7,4
388023241225607_1364143670280221,positive,4,2,7,4
388023241225607_1364143670280221,neutre,7,2,7,4
388023241225607_1364147376946517,negative,2,2,4,2
388023241225607_1364147376946517,positive,2,2,4,2
388023241225607_1364147376946517,neutre,4,2,4,2
388023241225607_1364156993612222,negative,3,3,9,6
388023241225607_1364156993612222,positive,6,3,9,6
388023241225607_1364156993612222,neutre,9,3,9,6
388023241225607_1364163396944915,negative,58,58,118,66
388023241225607_1364163396944915,positive,66,58,118,66
388023241225607_1364163396944915,neutre,118,58,118,66
388023241225607_1364167216944533,negative,1,1,0,1
388023241225607_1364167216944533,positive,1,1,0,1
388023241225607_1364167216944533,neutre,0,1,0,1
388023241225607_1364170800277508,negative,4,4,1,5
388023241225607_1364170800277508,positive,5,4,1,5
388023241225607_1364170800277508,neutre,1,4,1,5
